id,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50
0,-0.010828200000000001,-0.0196004,0.042214800000000004,0.00299961,0.014533,0.00886392,-0.0325169,0.0112991,0.015190100000000003,0.024829499999999997,-0.020341099999999997,0.000584421,0.03512,-0.0203212,0.0174582,-0.00429326,0.00798162,0.021491299999999998,0.028636400000000006,-0.0277356,-0.0102949,-0.015589500000000001,0.0162414,0.0241108,0.03899,0.017595,-0.00536035,0.012526100000000002,0.00939582,0.00702684,0.0195691,-0.00356214,-0.035116,0.021211700000000003,-0.028955599999999998,-0.00580793,0.019560499999999998,-0.000924162,-0.0093696,0.00299601,0.0263618,0.0198814,-0.029472199999999997,0.0496806,0.0109343,-0.00391247,0.007285,0.025273,0.0163028,-0.014074000000000001
1,-0.00470349,0.016913499999999998,0.00602444,-0.0110345,0.0352534,-0.0213743,0.00593001,-0.014309200000000001,0.0394983,-0.0133838,-0.013209499999999999,-0.00949922,0.02737290000000001,-0.0308347,0.0388745,5.55813e-05,0.0189882,0.030255900000000002,-0.0259307,-0.0159814,0.017057,-0.0172551,0.0414412,0.00890358,0.00125049,0.000221573,0.021449,-0.00758082,-0.00968678,0.0116321,-0.00484076,-0.0406775,-0.0105935,0.0334865,-0.0227516,0.00561614,0.0148703,-0.0166673,0.0008608489999999999,0.03465669999999998,0.016376599999999998,-0.013719499999999999,-0.016728299999999998,0.0254146,0.0142773,-0.0157536,0.0381434,0.0165167,0.00100522,-0.0387633
2,0.00250835,0.0168447,-0.0102934,-0.0156336,0.018035699999999998,-0.0235629,-0.00503682,0.00510194,0.037780400000000006,-0.0157472,-0.020779,-0.017188299999999997,0.025509900000000002,-0.0275096,0.026271299999999997,-0.00803769,0.0178975,0.0263211,0.00287464,-0.000115769,0.022426400000000003,-0.0213958,0.030353300000000007,0.0120414,0.00951602,-0.00411814,-0.000719036,-0.00556678,-0.0136953,-0.0147851,-0.015519499999999999,-0.0381089,-0.0253482,0.014802700000000004,-0.0208625,-0.022208000000000002,-0.00840639,-0.00452249,-0.0092111,0.0137137,0.015250999999999999,-0.0127837,-0.00851772,0.0197109,0.031595599999999995,-0.021293,0.0116925,0.0167254,-0.022466200000000002,-0.0155784
3,-6.5498599999999995e-06,0.00852546,-0.00256071,0.0243293,-0.00593156,0.00196503,-0.026055900000000003,-0.00288736,-0.012314700000000001,0.00273848,-0.00208579,-0.0332548,-0.019249000000000002,-0.0074196,-0.0123945,0.00331079,0.030738799999999997,-0.022415200000000003,0.019398,-0.0382997,0.016256200000000002,-0.010052600000000002,-0.00358436,0.0517841,0.0191818,-0.0247679,0.0184682,-0.022973,-0.012387700000000001,-0.0153605,-0.00453967,0.015864600000000003,0.0430043,0.00415212,0.0127333,-0.00601354,-0.00735273,-0.0078149,-0.020960299999999998,-0.0222271,0.0312074,0.0408107,0.00479404,0.00770851,-0.00861577,0.0102185,-0.0009337260000000001,0.0060827,-0.009236200000000002,0.013838999999999999
4,-0.00935228,0.00105263,0.0383263,0.00666592,-0.00545267,0.0250375,-0.00888631,-0.0193463,-0.0149627,-0.0219587,-0.0307377,0.0257077,-0.0135929,0.038414800000000006,0.00121293,-0.0382349,-0.00920012,-0.03501459999999998,-0.0212199,-0.0141006,-0.0496944,0.0153715,-0.0238477,-0.00671262,-0.0296027,0.0058287,-0.00024787400000000003,-0.023818799999999998,-0.034106800000000013,-0.0193087,-0.00267327,0.0150238,-0.0272774,0.00173925,-0.00490916,0.00983084,0.0385763,-0.0054648000000000006,0.00750766,-0.00667843,-0.034993699999999996,-0.00712949,-0.0271502,-0.0191146,0.00522571,0.00701069,-0.014869,-0.014264500000000001,-0.03573219999999998,0.0108218
5,-0.0181116,-0.00739166,-0.0182084,0.0226128,0.0149474,0.0294664,0.00101458,-0.0202178,-0.0226706,0.0583444,0.00642843,-0.050704400000000004,-0.0111377,0.00576658,-0.0257086,0.0210208,-0.0211637,-0.019761900000000002,0.0292834,-0.048523800000000006,0.0408026,-0.00433525,-0.00522692,-0.00575648,-0.040036,-0.046461699999999995,-0.0126895,0.014247799999999996,0.047406199999999996,-0.00250755,0.010742100000000001,0.022177099999999998,0.0141095,0.00364982,-0.023012400000000002,-0.023922,0.028701499999999998,0.0353899,-0.037039499999999996,0.00321486,0.0224806,0.0232842,-0.029189599999999996,-0.00982722,-0.021366200000000002,-0.00398158,-0.022745599999999998,0.009559200000000002,-0.0337214,-0.00123697
6,-0.0165659,-0.0414325,0.033429099999999996,0.00411675,-0.0117945,0.00939203,0.0146376,-0.0231791,-0.0246502,0.018041099999999997,-0.0305995,-0.0327562,-0.030012,0.000595721,-0.025777800000000003,-0.0125831,-0.030258799999999995,-0.0247057,0.00184542,0.024173,0.00479063,0.024962400000000003,-0.0101664,0.033691900000000004,0.015272899999999999,0.0113137,0.00269747,-0.013721200000000001,0.0470698,0.00535767,-0.0300702,0.024121,0.0115909,-0.00959946,0.00415798,-0.00580591,0.00475723,0.0184798,0.021806799999999998,-0.00737479,0.0135954,0.00721894,0.00266405,0.026735599999999998,-0.0180237,-0.00147822,-0.024055299999999998,0.00185576,-0.0189222,-0.00771245
7,-0.004603800000000001,-0.00288683,-0.00253592,-0.0177835,-0.012846600000000001,-0.00475707,-3.10616e-05,-0.0135946,-0.00652937,-0.00948798,0.0339133,0.015303299999999999,-0.010059100000000001,-0.014352600000000004,-0.00551591,-0.019852,-0.037061800000000006,0.0132582,0.0410184,0.0392137,0.0239498,0.00949382,-0.00450527,0.034069800000000004,-0.0383421,-0.048797,-0.0329957,0.0023596,-0.0037649999999999997,0.0283733,-0.0107269,-6.418649999999999e-05,0.00673635,0.00648559,0.00212131,-0.00785347,0.0323525,0.00795914,0.0203011,0.00291148,-0.004185899999999999,-0.0120538,-0.0139536,0.00182877,0.0261508,0.00710023,0.0149869,-0.0189683,-0.030591800000000002,-0.0125137
8,-0.000137799,0.00347161,-0.015280799999999999,-0.0202496,0.0372606,-0.0160094,0.027566700000000003,-0.0238476,0.030067400000000005,-0.0211851,0.00255478,-0.0154834,0.0284528,-0.0379766,0.0306647,-0.00844001,0.0320999,0.0290365,-0.032511700000000004,-0.0235183,-0.00152099,-0.017933,0.0204198,0.0259034,0.0240866,-2.5222699999999998e-05,0.0103009,-0.00506331,-0.010092299999999998,-0.00814025,-0.031637,-0.0326947,-0.0168852,0.0164768,-0.0331253,0.022387400000000002,-0.0202226,0.00615228,0.0188912,0.0375074,-0.00243168,-0.028383699999999998,0.00046734699999999996,0.00800471,0.00508598,-0.024761099999999998,0.0318891,-0.000562515,-0.0187859,-0.00612279
9,-0.00978283,0.0359629,0.029988,-0.00232611,0.053461,-0.0075331,0.0317758,-0.009964200000000001,0.0292375,-0.0194318,-0.0334603,-0.0296743,0.014565999999999999,-0.0297191,0.027978899999999998,-0.0348385,0.0384224,0.030727299999999996,-0.00419251,0.017972099999999998,0.00791351,0.00124708,0.020828700000000002,-0.00396967,-0.00115509,0.0114824,-0.0243357,-0.00617002,0.00522629,0.00846532,-0.014625,-0.024680900000000002,0.00179492,0.018856599999999998,-0.0374098,-0.00258481,-0.031299400000000005,-0.00934123,0.00862503,0.0489357,0.0151298,-0.05580980000000002,-0.025703399999999998,0.03160809999999998,-0.00516114,0.028810200000000005,0.011432799999999998,0.00991712,-0.0076815,-0.013766
